customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,HasInternetService,TotalServices,LoyaltyCategory,AvgMonthlyCharges,HadPriceIncrease,HasFamilySupport,IsHighValue,ChargeDifference,TotalChargesCategory
0690-SRQID,1,0,0,0,4,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.65,67.55,0,1,0,New,16.8875,1,0,0,2.7624999999999993,Low
9605-WGJVW,0,1,0,0,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,70.2,0,0,0,New,70.2,0,0,0,0.0,Low
9114-DPSIA,1,0,1,1,72,1,1,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),81.0,5750.0,0,0,5,Long-term,79.86111111111111,1,1,1,1.1388888888888857,Very High
4700-UBQMV,1,0,1,1,21,1,1,DSL,Yes,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),75.9,1549.75,0,0,3,Loyal,73.79761904761905,1,1,0,2.1023809523809547,High
7711-GQBZC,0,0,1,1,71,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.7,1810.55,0,1,0,Long-term,25.500704225352113,0,1,0,-0.8007042253521135,High
3565-UNOCC,0,1,1,0,29,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.05,2952.85,1,0,3,Very Loyal,101.82241379310345,0,1,0,-2.7724137931034534,High
4627-MIHJH,0,1,0,0,69,1,1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),110.25,7467.55,0,0,5,Long-term,108.22536231884058,1,0,1,2.024637681159419,Very High
9795-NREXC,0,0,1,0,64,1,1,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),85.0,5484.4,0,0,5,Long-term,85.69375,0,1,1,-0.6937499999999943,Very High
8573-CGOCC,1,0,0,0,16,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.75,294.9,0,1,0,Loyal,18.43125,1,0,0,1.3187500000000014,Low
7356-AYNJP,0,0,0,0,4,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,23.9,97.5,0,1,0,New,24.375,0,0,0,-0.4750000000000014,Low
9249-FXSCK,0,0,0,0,52,1,1,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),111.25,5916.45,1,0,5,Long-term,113.77788461538461,0,0,1,-2.5278846153846075,Very High
5493-SDRDQ,1,0,0,0,2,1,0,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,55.1,113.35,1,0,2,New,56.675,0,0,0,-1.5749999999999957,Low
6286-SUUWT,1,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,19.95,0,1,0,New,19.95,0,0,0,0.0,Low
4819-HJPIW,1,0,0,0,18,0,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.15,476.8,0,0,0,Loyal,26.48888888888889,0,0,0,-1.3388888888888921,Medium
8654-DHAOW,0,0,0,0,2,1,1,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,54.15,101.65,0,0,1,New,50.825,1,0,0,3.3249999999999957,Low
5438-QMDDL,0,0,1,0,19,1,0,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,59.8,1130.85,0,0,2,Loyal,59.518421052631574,1,1,0,0.28157894736842337,Medium
9812-GHVRI,0,0,0,0,40,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),83.85,3532.25,0,0,1,Long-term,88.30625,0,0,0,-4.456250000000011,High
5553-AOINX,0,1,1,1,66,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,104.9,6891.45,0,0,4,Long-term,104.41590909090908,1,1,1,0.48409090909092356,Very High
1228-ZLNBX,1,0,0,0,21,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,75.3,1570.7,0,0,0,Loyal,74.79523809523809,1,0,0,0.5047619047619065,High
4226-KKDON,1,0,0,0,8,1,0,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,66.65,520.95,0,0,3,New,65.11875,1,0,0,1.53125,Medium
3831-YCPUO,0,0,1,1,72,1,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),109.5,7854.9,0,0,6,Long-term,109.09583333333333,1,1,1,0.40416666666666856,Very High
7445-WMRBW,0,0,0,0,48,1,1,DSL,No,Yes,Yes,Yes,Yes,No,One year,1,Bank transfer (automatic),73.85,3581.4,0,0,4,Long-term,74.6125,0,0,0,-0.7625000000000028,High
3308-DGHKL,1,0,0,0,69,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.3,1447.9,0,1,0,Long-term,20.984057971014494,0,0,0,-1.684057971014493,High
9924-JPRMC,1,0,0,0,72,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,118.2,8547.15,0,0,6,Long-term,118.71041666666666,0,0,1,-0.5104166666666572,Very High
0080-EMYVY,0,0,0,0,14,1,0,DSL,No,Yes,No,No,No,No,One year,0,Credit card (automatic),51.45,727.85,0,0,1,Loyal,51.989285714285714,0,0,0,-0.539285714285711,Medium
6218-KNUBD,1,0,0,0,6,1,0,DSL,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,59.45,357.6,0,0,2,New,59.6,0,0,0,-0.14999999999999858,Low
7337-CINUD,0,0,1,1,8,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.5,159.35,0,1,0,New,19.91875,0,1,0,-0.4187499999999993,Low
7609-NRNCA,0,0,0,0,17,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.55,280.85,0,1,0,Loyal,16.52058823529412,1,0,0,3.0294117647058805,Low
0623-EJQEG,1,0,0,0,65,1,1,Fiber optic,Yes,No,No,Yes,No,Yes,One year,0,Electronic check,93.55,6069.25,0,0,3,Long-term,93.37307692307692,1,0,1,0.17692307692307452,Very High
7153-CHRBV,0,0,1,1,57,1,0,DSL,Yes,No,Yes,Yes,No,No,One year,1,Mailed check,59.3,3274.35,0,0,3,Long-term,57.444736842105264,1,1,0,1.8552631578947327,High
0871-URUWO,1,0,1,0,13,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),102.25,1359.0,1,0,3,Loyal,104.53846153846153,0,1,0,-2.288461538461533,Medium
9190-MFJLN,1,1,0,0,19,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),95.9,1777.9,1,0,3,Loyal,93.57368421052632,1,0,0,2.326315789473682,High
6198-PNNSZ,0,0,1,0,56,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),109.8,6109.65,0,0,5,Long-term,109.10089285714285,1,1,1,0.6991071428571445,Very High
3317-VLGQT,0,0,1,0,14,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,78.1,1122.4,0,0,1,Loyal,80.17142857142858,0,1,0,-2.0714285714285836,Medium
4132-POCZS,1,0,1,0,52,0,0,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,39.9,2020.9,0,0,2,Long-term,38.86346153846154,1,1,0,1.0365384615384556,High
5614-DNZCE,0,0,0,0,58,1,0,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),64.9,3795.45,0,0,4,Long-term,65.43879310344828,0,0,0,-0.5387931034482705,Very High
1095-JUDTC,0,1,0,0,47,1,1,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,95.05,4504.55,1,0,3,Long-term,95.84148936170213,0,0,1,-0.7914893617021335,Very High
3896-RCYYE,0,0,0,0,67,0,0,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),53.4,3579.15,0,0,4,Long-term,53.420149253731346,0,0,0,-0.020149253731347017,High
9638-JIQYA,1,0,0,0,2,0,0,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),24.9,49.7,0,0,0,New,24.85,1,0,0,0.04999999999999716,Low
3258-SANFR,1,1,0,0,6,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),44.7,276.5,0,0,0,New,46.083333333333336,0,0,0,-1.3833333333333329,Low
3726-TBHQT,1,0,1,1,71,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.0,8175.9,0,0,6,Long-term,115.15352112676055,0,1,1,-1.1535211267605519,Very High
3190-ITQXP,0,0,1,1,46,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.25,890.35,0,1,0,Long-term,19.355434782608697,1,1,0,0.8945652173913032,Medium
0870-VEMYL,0,0,0,0,5,1,0,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),53.85,259.8,1,0,2,New,51.96,1,0,0,1.8900000000000006,Low
4833-QTJNO,1,1,1,0,67,1,1,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),83.85,5588.8,0,0,2,Long-term,83.41492537313434,1,1,1,0.43507462686565646,Very High
3039-MJSLN,1,0,0,1,3,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.2,50.6,0,1,0,New,16.866666666666667,1,1,0,3.333333333333332,Low
0178-CIIKR,0,0,0,0,3,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,58.0,0,1,0,New,19.333333333333332,1,0,0,0.6166666666666671,Low
5385-SUIRI,1,1,1,0,52,1,1,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.2,5568.35,1,0,4,Long-term,107.08365384615385,0,1,1,-2.883653846153848,Very High
3982-XWFZQ,0,0,1,0,42,1,1,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.25,2203.65,1,0,0,Long-term,52.46785714285714,0,1,0,-2.2178571428571416,High
5774-QPLTF,1,0,1,1,50,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.35,938.95,0,1,0,Long-term,18.779,1,1,0,1.5710000000000015,Medium
2322-VCZHZ,1,1,1,0,23,1,0,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,90.0,2024.1,0,0,3,Loyal,88.00434782608696,1,1,0,1.9956521739130437,High
5010-IPEAQ,0,0,1,1,67,0,0,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),54.2,3623.95,0,0,5,Long-term,54.08880597014925,1,1,0,0.11119402985075055,High
4009-ALQFH,0,0,0,0,25,1,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.5,2369.05,1,0,4,Very Loyal,94.762,1,0,0,4.7379999999999995,High
6383-ZTSIW,0,1,1,0,39,1,0,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,0,Mailed check,99.1,3877.95,0,0,4,Long-term,99.43461538461538,0,1,0,-0.33461538461538964,Very High
8990-YOZLV,0,0,0,0,69,1,1,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,66.9,4577.9,0,0,3,Long-term,66.3463768115942,1,0,1,0.5536231884058083,Very High
3069-SSVSN,0,0,0,0,1,0,0,DSL,No,No,No,No,No,No,One year,0,Mailed check,25.85,25.85,0,0,0,New,25.85,0,0,0,0.0,Low
5222-IMUKT,1,0,0,0,32,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,91.05,2871.5,0,0,2,Very Loyal,89.734375,1,0,0,1.3156249999999972,High
3627-FCRDW,0,0,0,0,9,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,71.0,672.55,1,0,0,New,74.72777777777777,0,0,0,-3.7277777777777743,Medium
7562-GSUHK,0,0,0,0,16,1,0,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),93.2,1573.7,1,0,3,Loyal,98.35625,0,0,0,-5.15625,High
6685-XSHHU,1,0,1,1,60,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.95,1270.55,0,1,0,Long-term,21.175833333333333,0,1,0,-0.225833333333334,Medium
8901-UPRHR,0,0,1,1,72,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),109.2,7711.45,0,0,5,Long-term,107.10347222222222,1,1,1,2.09652777777778,Very High
4903-UYAVB,1,0,1,0,5,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.35,126.05,1,1,0,New,25.21,0,1,0,-5.859999999999999,Low
0118-JPNOY,0,1,0,0,26,1,0,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),85.8,2193.65,0,0,2,Very Loyal,84.37115384615385,1,0,0,1.4288461538461519,High
6776-TLWOI,1,0,0,0,3,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,64.55,1,1,0,New,21.516666666666666,0,0,0,-1.6666666666666643,Low
3845-FXCYS,1,0,0,0,2,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.65,31.2,0,1,0,New,15.6,1,0,0,4.049999999999999,Low
5857-XRECV,0,0,0,1,2,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.5,38.25,0,1,0,New,19.125,1,1,0,1.375,Low
0725-CXOTM,0,0,0,0,36,1,1,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),89.65,3348.1,0,0,5,Very Loyal,93.00277777777778,0,0,0,-3.3527777777777743,High
4343-EJVQB,1,0,0,0,7,1,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,74.35,533.6,0,0,1,New,76.22857142857143,0,0,0,-1.8785714285714334,Medium
9000-PLFUZ,0,1,1,0,60,0,0,DSL,No,Yes,No,No,Yes,Yes,Two year,1,Credit card (automatic),49.45,2907.55,0,0,3,Long-term,48.45916666666667,1,1,0,0.9908333333333346,High
3427-GGZZI,0,0,1,0,19,1,1,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,89.1,1620.8,0,0,2,Loyal,85.30526315789473,1,1,0,3.794736842105266,High
7779-ORAEL,1,1,1,0,45,1,1,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),75.15,3480.35,0,0,4,Long-term,77.3411111111111,0,1,0,-2.1911111111110984,High
0644-OQMDK,1,1,0,0,4,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.65,293.85,0,0,0,New,73.4625,0,0,0,-2.8125,Low
4077-CROMM,0,0,1,1,31,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.2,3243.45,1,0,4,Very Loyal,104.62741935483871,0,1,0,-0.42741935483870463,High
3154-CFSZG,1,0,1,1,47,1,0,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,90.05,4137.2,0,0,3,Long-term,88.02553191489362,1,1,0,2.0244680851063777,Very High
2868-MZAGQ,1,0,0,0,1,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.25,79.25,1,0,1,New,79.25,0,0,0,0.0,Low
4847-QNOKA,0,0,0,0,1,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.9,44.9,1,0,0,New,44.9,0,0,0,0.0,Low
2220-IAHLS,0,0,0,0,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.4,19.4,0,1,0,New,19.4,0,0,0,0.0,Low
1658-XUHBX,0,1,1,1,59,1,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),88.75,5348.65,0,0,2,Long-term,90.65508474576271,0,1,1,-1.9050847457627071,Very High
6379-RXJRQ,1,0,1,0,10,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.1,659.65,1,0,0,New,65.965,1,1,0,4.134999999999991,Medium
2378-HTWFW,1,1,0,0,35,1,1,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,0,Credit card (automatic),91.0,3180.5,0,0,2,Very Loyal,90.87142857142857,1,0,0,0.12857142857143344,High
8650-RHRKE,1,0,0,0,4,0,0,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,29.65,118.5,1,0,1,New,29.625,1,0,0,0.02499999999999858,Low
4377-VDHYI,1,0,1,1,32,1,0,Fiber optic,Yes,Yes,No,No,No,Yes,One year,1,Electronic check,90.8,3023.85,0,0,3,Very Loyal,94.4953125,0,1,0,-3.6953125,High
0475-RIJEP,1,0,0,0,43,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,77.85,3365.85,1,0,1,Long-term,78.27558139534884,0,0,0,-0.42558139534884276,High
1260-TTRXI,1,0,0,0,4,1,0,DSL,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,54.3,195.3,1,0,1,New,48.825,1,0,0,5.474999999999994,Low
3719-TDVQB,0,1,1,0,54,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,18.95,1031.1,0,1,0,Long-term,19.09444444444444,0,1,0,-0.14444444444444215,Medium
6328-ZPBGN,0,1,0,0,11,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.15,997.65,1,0,2,New,90.69545454545454,1,0,0,4.4545454545454675,Medium
0201-MIBOL,0,1,0,0,66,1,1,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),102.4,6471.85,0,0,3,Long-term,98.05833333333334,1,0,1,4.341666666666669,Very High
4937-QPZPO,1,0,1,1,61,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,99.9,6241.35,0,0,3,Long-term,102.31721311475411,0,1,1,-2.417213114754105,Very High
2925-VDZHY,1,0,1,1,72,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),88.7,6501.35,0,0,6,Long-term,90.29652777777778,0,1,1,-1.59652777777778,Very High
6981-TDRFT,1,0,1,1,44,0,0,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,54.3,2317.1,0,0,4,Long-term,52.66136363636363,1,1,0,1.6386363636363654,High
3413-CSSTH,1,0,0,0,41,1,1,DSL,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),55.7,2237.55,0,0,1,Long-term,54.57439024390244,1,0,0,1.1256097560975604,High
8033-VCZGH,1,0,1,0,50,1,1,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,103.95,5231.3,0,0,4,Long-term,104.626,0,1,1,-0.6760000000000019,Very High
4789-KWMXN,1,0,1,0,47,1,1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),110.85,5275.8,1,0,5,Long-term,112.25106382978724,0,1,1,-1.4010638297872475,Very High
0224-NIJLP,1,0,1,1,8,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,165.5,0,1,0,New,20.6875,0,1,0,-0.5375000000000014,Low
7542-CYDDM,1,0,0,0,18,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,358.5,0,1,0,Loyal,19.916666666666668,1,0,0,0.13333333333333286,Low
4718-WXBGI,1,0,1,1,72,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),91.95,6614.9,0,0,6,Long-term,91.8736111111111,1,1,1,0.07638888888889994,Very High
2867-UIMSS,1,0,0,0,1,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.5,80.5,1,0,1,New,80.5,0,0,0,0.0,Low
8495-PRWFH,0,1,0,0,42,1,1,DSL,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,55.65,2421.75,0,0,1,Long-term,57.660714285714285,0,0,0,-2.010714285714286,High
0439-IFYUN,0,1,0,0,18,1,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.7,1294.6,0,0,1,Loyal,71.92222222222222,1,0,0,2.7777777777777857,Medium
5716-LIBJC,0,0,0,1,13,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.15,1299.1,0,0,4,Loyal,99.93076923076923,1,1,0,4.2192307692307764,Medium
2868-LLSKM,0,0,1,1,68,1,1,Fiber optic,No,Yes,No,Yes,No,No,One year,1,Bank transfer (automatic),83.65,5733.4,0,0,2,Long-term,84.31470588235294,0,1,1,-0.6647058823529335,Very High
8111-RKSPX,1,0,0,0,4,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),72.2,305.55,1,0,0,New,76.3875,0,0,0,-4.1875,Low
2988-QRAJY,1,0,0,0,69,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),110.05,7430.75,0,0,5,Long-term,107.69202898550725,1,0,1,2.3579710144927475,Very High
1585-MQSSU,1,0,0,0,17,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,51.5,900.5,1,0,1,Loyal,52.970588235294116,0,0,0,-1.470588235294116,Medium
0071-NDAFP,1,0,1,1,25,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.5,630.6,0,1,0,Very Loyal,25.224,1,1,0,0.2759999999999998,Medium
2856-NNASM,1,1,0,0,43,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,89.55,3856.75,1,0,2,Long-term,89.69186046511628,0,0,0,-0.14186046511628092,Very High
7328-ZJAJO,0,0,1,1,59,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.5,1222.65,0,1,0,Long-term,20.722881355932206,0,1,0,-1.2228813559322056,Medium
6458-CYIDZ,0,1,0,0,5,1,0,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,80.7,374.8,0,0,2,New,74.96000000000001,1,0,0,5.739999999999995,Low
8559-CIZFV,1,0,1,1,21,1,1,DSL,Yes,Yes,No,Yes,Yes,No,One year,0,Mailed check,77.5,1625.0,1,0,4,Loyal,77.38095238095238,1,1,0,0.1190476190476204,High
1090-PYKCI,0,0,1,1,69,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,1,Credit card (automatic),105.1,7234.8,0,0,5,Long-term,104.85217391304349,1,1,1,0.24782608695650765,Very High
3058-WQDRE,1,0,0,0,13,0,0,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),25.15,331.85,0,0,0,Loyal,25.52692307692308,0,0,0,-0.3769230769230809,Low
7547-EKNFS,1,0,1,0,42,1,1,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),95.25,3959.35,1,0,3,Long-term,94.2702380952381,1,1,0,0.9797619047619008,Very High
2279-AXJJK,1,0,1,0,52,1,1,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),95.65,5088.4,0,0,3,Long-term,97.85384615384615,0,1,1,-2.2038461538461434,Very High
6769-DYBQN,1,1,0,0,46,1,0,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.0,3969.4,1,0,2,Long-term,86.29130434782608,0,0,0,-1.2913043478260846,Very High
0909-SELIE,1,0,1,0,61,1,1,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),80.8,4860.85,0,0,5,Long-term,79.68606557377049,1,1,1,1.1139344262295054,Very High
3417-TSCIC,1,0,0,0,29,0,0,DSL,No,No,No,No,No,No,One year,1,Mailed check,24.85,788.05,0,0,0,Very Loyal,27.17413793103448,0,0,0,-2.3241379310344783,Medium
1042-HFUCW,0,0,0,1,25,1,0,DSL,No,Yes,No,Yes,No,No,One year,1,Credit card (automatic),54.75,1266.35,0,0,2,Very Loyal,50.653999999999996,1,1,0,4.096000000000004,Medium
4439-JMPMT,0,0,1,1,5,1,0,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,85.75,470.95,1,0,2,New,94.19,0,1,0,-8.439999999999998,Medium
6537-OTKMY,1,0,0,0,15,0,0,DSL,No,No,Yes,No,Yes,Yes,One year,0,Electronic check,50.75,688.2,0,0,3,Loyal,45.88,1,0,0,4.869999999999997,Medium
8999-EXMNO,0,0,1,1,19,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,387.7,0,1,0,Loyal,20.405263157894737,0,1,0,-0.2552631578947384,Low
6725-TPKJO,1,0,0,0,44,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.05,845.25,0,1,0,Long-term,19.210227272727273,1,0,0,0.8397727272727273,Medium
2446-BEGGB,0,1,0,0,6,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,98.25,560.6,1,0,3,New,93.43333333333334,1,0,0,4.816666666666663,Medium
7162-WPHPM,1,0,1,1,58,1,1,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),71.6,4230.25,0,0,4,Long-term,72.9353448275862,0,1,0,-1.335344827586212,Very High
1599-MMYRQ,1,0,1,1,62,1,0,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),81.45,4983.05,0,0,2,Long-term,80.37177419354839,1,1,1,1.0782258064516128,Very High
8821-KVZKQ,0,0,1,1,70,0,0,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),58.4,4113.15,0,0,5,Long-term,58.75928571428571,0,1,0,-0.3592857142857113,Very High
1496-GGSUK,0,1,0,0,1,0,0,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,25.7,25.7,1,0,0,New,25.7,0,0,0,0.0,Low
6434-TTGJP,1,0,1,1,10,0,0,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),53.7,521.0,0,0,5,New,52.1,1,1,0,1.6000000000000014,Medium
0042-JVWOJ,1,0,0,0,26,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.6,471.85,0,1,0,Very Loyal,18.148076923076925,1,0,0,1.4519230769230766,Medium
0130-SXOUN,1,0,0,0,66,1,1,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Credit card (automatic),89.4,5976.9,0,0,2,Long-term,90.5590909090909,0,0,1,-1.1590909090908923,Very High
2575-GFSOE,0,0,1,1,7,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.0,506.9,1,0,0,New,72.41428571428571,0,1,0,-3.414285714285711,Medium
